item,counts,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Send_1~5,Send_6~9,Send_10,Send_11~16
농산물,4,4,1,5,9,0,0,0,3,8,3,0,6,3,4,0,0,7,7,8,18
농산물,3,2,9,1,4,0,0,0,0,1,4,0,6,9,4,0,0,9,4,3,10
문구/사무용품,3,5,0,1,1,0,0,0,3,1,9,0,2,2,4,0,0,16,5,6,6
음료,3,4,1,2,8,5,0,0,0,4,8,0,8,0,2,0,0,7,10,5,2
농산물,3,4,1,5,7,0,0,0,2,9,0,0,1,9,2,0,0,7,7,8,18
농산물,3,4,1,2,8,1,0,0,1,1,1,0,4,7,2,0,0,7,7,8,18
인테리어소품,3,5,0,1,1,0,0,0,2,6,4,0,9,0,3,0,0,14,0,4,15
건강식품,5,5,0,1,1,0,0,0,5,4,4,0,7,2,3,0,0,17,9,6,8
농산물,3,2,8,1,8,5,0,0,0,4,5,0,3,9,1,0,0,7,7,8,18
냉동/간편조리식품,3,5,0,1,1,0,0,0,2,6,6,0,2,1,3,0,0,10,8,6,14
농산물,5,4,5,1,3,0,0,0,1,9,0,0,2,6,2,0,0,7,7,8,18
농산물,4,4,1,1,7,3,0,0,0,2,4,0,4,2,1,0,0,9,13,4,11
생활용품,3,5,0,1,1,0,0,0,3,1,8,0,3,2,1,0,0,12,4,2,8
문화컨텐츠,3,5,0,1,3,0,0,0,6,2,6,0,5,8,4,0,0,17,15,0,9
농산물,4,4,7,2,5,0,0,0,7,1,9,0,9,3,4,0,0,7,9,8,5
농산물,3,1,1,5,0,0,0,0,0,2,4,0,5,8,1,0,0,9,14,7,10
농산물,3,4,7,1,3,0,0,0,4,2,6,0,7,6,4,0,0,9,5,6,4
축산,3,5,0,1,1,0,0,0,1,7,3,0,6,4,2,0,0,25,8,7,12
농산물,3,2,8,2,6,0,0,0,0,8,7,0,7,8,1,0,0,9,12,4,13
농산물,3,2,7,7,1,0,0,0,1,1,1,0,6,7,1,0,0,9,10,6,8
농산물,3,2,8,1,7,0,0,0,0,2,1,0,2,0,1,0,0,9,10,1,12
농산물,5,4,4,8,2,5,0,0,3,6,7,0,1,6,4,0,0,7,7,7,20
농산물,7,1,1,5,6,0,0,0,0,0,8,0,8,7,1,0,0,9,13,4,16
농산물,12,2,7,1,7,0,0,0,0,1,6,0,0,4,3,0,0,9,10,5,18
농산물,8,1,1,2,1,5,0,0,0,1,5,0,9,9,3,0,0,7,8,8,18
인테리어소품,3,5,0,1,3,0,0,0,8,2,8,0,3,1,2,0,0,12,9,1,14
농산물,3,1,1,7,1,0,0,0,0,3,0,0,3,6,4,0,0,9,13,5,19
농산물,3,4,4,2,1,0,0,0,4,4,6,0,4,4,1,0,0,9,10,1,12
농산물,3,1,1,3,0,5,0,0,0,1,5,0,6,3,2,0,0,9,10,1,17
축산,20,3,6,1,1,0,0,0,1,6,4,0,1,0,2,0,0,7,4,3,17
농산물,3,4,5,1,4,0,0,0,4,5,6,0,1,4,4,0,0,7,4,7,4
농산물,3,4,8,2,5,0,0,0,3,4,1,0,2,8,1,0,0,7,7,8,18
농산물,3,3,0,1,4,0,0,0,0,2,4,0,9,4,4,0,0,9,14,5,11
농산물,3,4,5,1,1,1,0,0,0,1,2,0,3,9,1,0,0,7,9,3,10
수산,5,4,5,1,4,0,0,0,3,3,5,0,8,2,2,0,0,7,4,6,9
농산물,3,4,1,4,8,0,0,0,3,3,6,0,4,5,4,0,0,9,14,7,10
농산물,3,2,6,4,4,0,0,0,1,4,2,0,1,8,1,0,0,7,3,3,10
농산물,3,2,7,2,6,0,0,0,0,2,5,0,9,7,2,0,0,9,8,4,9
농산물,5,2,8,1,7,0,0,0,0,0,2,0,5,8,1,0,0,7,8,7,10
농산물,3,4,8,8,8,0,0,0,5,4,9,0,7,5,4,0,0,7,7,8,18
농산물,3,1,1,7,1,0,0,0,0,2,1,0,0,5,4,0,0,9,7,0,14
수산,3,5,0,1,1,0,0,0,3,1,2,0,7,4,2,0,0,19,5,0,10
농산물,4,2,7,2,6,0,0,0,0,2,5,0,0,8,3,0,0,9,10,1,12
농산물,4,4,3,1,1,1,0,0,0,5,8,0,9,4,3,0,0,7,4,7,4
농산물,3,4,1,4,3,0,0,0,0,1,0,0,0,1,4,0,0,9,7,0,14
농산물,4,4,1,1,5,0,0,0,0,2,7,0,4,5,1,0,0,9,10,7,14
농산물,3,3,1,7,1,0,0,0,6,2,1,0,0,1,4,0,0,7,6,4,17
농산물,3,2,6,3,2,0,0,0,0,2,0,0,4,9,4,0,0,9,10,1,12
농산물,4,4,7,1,3,0,0,0,3,6,2,0,2,9,1,0,0,9,13,5,19
농산물,3,2,6,4,7,0,0,0,0,1,0,0,4,0,2,0,0,9,7,0,14
농산물,3,4,1,1,3,5,0,0,0,1,8,0,8,2,4,0,0,9,15,1,10
음료,8,5,0,1,1,0,0,0,3,0,5,0,8,0,4,0,0,20,2,8,17
양말/스타킹,8,5,0,1,1,0,0,0,3,7,6,0,0,3,1,0,0,7,8,4,9
농산물,4,4,1,2,1,0,0,0,0,1,4,0,8,0,4,0,0,9,13,8,7
농산물,6,2,7,1,4,0,0,0,0,7,7,0,8,5,3,0,0,7,4,7,4
농산물,3,1,1,7,4,0,0,0,0,1,0,1,0,0,3,0,0,7,8,3,16
농산물,3,4,3,1,5,0,0,0,1,7,3,0,7,1,1,0,0,9,17,7,17
상의,5,5,0,1,1,0,0,0,3,2,8,0,2,6,1,0,0,4,2,5,9
농산물,3,4,4,1,3,1,0,0,1,4,7,0,2,0,2,0,0,7,2,3,7
농산물,3,4,8,2,5,0,0,0,4,2,1,0,1,3,4,0,0,7,4,5,4
클렌징,3,5,0,1,3,0,0,0,8,2,3,0,5,5,1,0,0,10,5,2,11
수산,8,4,5,1,1,1,0,0,0,4,5,0,6,5,4,0,0,7,4,6,9
농산물,3,1,1,2,9,0,0,0,0,1,2,0,8,2,1,0,0,9,10,5,5
농산물,3,2,8,2,3,7,0,0,0,1,5,0,4,9,1,0,0,9,10,1,12
공구,5,5,0,1,3,0,0,0,5,2,9,0,5,0,3,0,0,14,6,0,11
음반,4,5,0,1,1,0,0,0,4,3,5,0,9,6,2,0,0,17,15,9,11
농산물,41,3,0,2,3,0,0,0,0,2,1,0,6,8,4,0,0,9,9,9,19
축산,11,4,7,1,9,0,0,0,5,8,7,0,7,0,4,0,0,7,13,2,7
농산물,4,4,4,1,3,3,0,0,1,8,5,0,0,7,1,0,0,9,7,0,14
농산물,3,4,1,4,6,3,0,0,0,4,4,0,1,7,4,0,0,9,10,1,12
농산물,4,1,1,5,0,0,0,0,0,4,1,0,6,0,1,0,0,7,4,5,10
농산물,3,2,8,2,0,0,0,0,0,5,1,0,4,2,4,0,0,7,7,8,18
건강식품,7,5,0,1,1,0,0,0,2,6,5,0,6,6,3,0,0,10,9,4,15
생활용품,4,5,0,1,3,0,0,0,8,2,3,0,7,6,3,0,0,8,5,3,7
건강식품,3,5,0,1,3,0,0,0,8,2,3,0,2,3,1,0,0,19,8,6,3
농산물,5,4,8,3,1,0,0,0,2,6,2,0,2,3,3,0,0,9,9,2,15
농산물,3,4,1,1,1,1,0,0,0,3,2,0,2,0,3,0,0,9,14,2,15
농산물,3,2,6,4,7,0,0,0,0,0,7,0,7,6,4,0,0,7,11,8,19
상의,3,5,0,1,1,0,0,0,3,1,9,0,0,4,3,0,0,9,5,3,17
농산물,7,3,0,1,7,0,0,0,0,2,7,0,0,4,4,0,0,7,3,3,10
이미용가전,3,5,0,1,1,0,0,0,2,6,4,0,8,2,2,0,0,10,1,7,7
농산물,3,2,6,3,8,0,0,0,0,4,7,0,9,5,4,0,0,9,10,1,12
농산물,4,4,1,2,8,1,0,0,1,0,3,0,9,7,3,0,0,7,7,8,18
농산물,3,4,4,1,3,1,0,0,1,7,4,0,5,8,4,0,0,7,4,7,4
농산물,4,1,1,3,5,0,0,0,0,1,3,0,0,9,4,0,0,9,7,0,14
농산물,4,1,1,6,8,0,0,0,0,2,8,0,1,0,4,0,0,9,10,1,12
농산물,3,4,2,1,1,0,0,0,6,4,5,0,6,0,4,0,0,9,14,6,17
기타식품,3,4,5,1,4,0,0,0,3,9,9,0,0,7,1,0,0,9,10,3,16
농산물,3,1,1,6,2,0,0,0,0,0,2,0,3,1,2,0,0,9,7,0,14
반려동물,4,5,0,1,3,0,0,0,8,7,1,0,8,3,2,0,0,14,3,6,12
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,3,0,8,6,4,0,0,17,15,0,9
농산물,6,1,1,1,1,0,0,0,0,2,0,0,9,2,3,0,0,7,3,6,16
농산물,3,1,1,4,1,0,0,0,0,1,2,0,1,4,4,0,0,7,7,8,18
가공식품,4,5,0,1,3,0,0,0,9,3,3,0,6,9,3,0,0,9,9,3,15
농산물,3,4,1,1,3,5,0,0,0,6,2,0,4,0,4,0,0,9,10,7,3
농산물,3,4,1,1,1,7,0,0,0,2,5,0,4,9,2,0,0,9,8,4,9
농산물,3,1,1,5,6,0,0,0,0,1,0,0,8,9,4,0,0,9,7,0,14
문화컨텐츠,4,5,0,1,1,0,0,0,5,4,3,0,4,1,1,0,0,7,1,9,17
농산물,7,4,5,7,7,0,0,0,1,2,3,0,1,2,3,0,0,9,14,2,15
농산물,3,4,1,2,1,0,0,0,0,0,4,0,8,7,2,0,0,7,7,8,18
농산물,3,4,5,7,1,0,0,0,6,1,3,0,4,9,3,0,0,7,4,0,14
농산물,6,3,0,1,1,0,0,0,0,5,2,0,2,8,4,0,0,9,14,5,11
농산물,3,1,1,2,1,5,0,0,0,1,3,0,7,7,3,0,0,9,13,5,19
농산물,3,4,8,1,2,7,0,0,0,6,2,0,1,5,2,0,0,9,15,1,8
음료,4,5,0,1,1,0,0,0,1,1,3,0,7,1,4,0,0,8,1,2,9
농산물,3,4,6,1,5,0,0,0,5,3,5,0,5,4,3,0,0,9,10,1,12
문화컨텐츠,8,5,0,1,1,0,0,0,2,6,4,0,4,5,1,0,0,17,15,0,10
기타디지털/가전,3,5,0,1,1,0,0,0,3,7,8,0,1,7,1,0,0,10,0,9,17
농산물,3,4,1,5,9,0,0,0,2,0,7,0,7,7,2,0,0,9,3,8,22
음료,4,5,0,1,1,0,0,0,2,6,4,0,6,3,4,0,0,14,0,2,15
공구,3,5,0,1,1,0,0,0,2,1,5,0,2,3,1,0,0,17,0,9,9
농산물,3,4,5,7,2,0,0,0,5,5,5,0,7,3,3,0,0,7,4,2,11
농산물,4,4,8,3,1,0,0,0,5,8,2,0,4,6,3,0,0,9,9,2,9
음료,4,4,5,1,1,1,0,0,0,3,1,0,5,9,3,0,0,7,4,5,10
농산물,3,2,7,1,4,0,0,0,1,6,3,0,3,6,3,0,0,9,10,1,12
농산물,3,1,1,5,3,0,0,0,0,1,2,0,7,8,1,0,0,7,7,8,18
농산물,6,4,8,8,9,0,0,0,5,2,7,0,9,4,2,0,0,7,12,8,11
문화컨텐츠,3,5,0,1,1,0,0,0,1,7,3,0,4,1,2,0,0,17,15,0,9
농산물,4,4,1,3,6,0,0,0,1,0,8,0,6,1,2,0,0,9,12,5,15
농산물,4,4,4,2,1,0,0,0,4,4,7,0,5,2,3,0,0,9,14,7,10
농산물,3,1,1,2,1,5,0,0,0,0,8,0,9,4,4,0,0,9,7,0,14
농산물,6,4,5,1,1,1,0,0,0,4,6,0,1,3,2,0,0,7,7,8,18
기타식품,3,5,0,1,1,0,0,0,2,4,7,0,3,0,2,0,0,15,7,6,15
등산,10,5,0,1,1,0,0,0,2,6,4,0,2,5,1,0,0,11,0,7,16
기타디지털/가전,13,5,0,1,1,0,0,0,3,1,7,0,4,3,3,0,0,12,1,8,4
농산물,4,4,7,8,2,0,0,0,3,7,4,0,3,9,2,0,0,7,7,8,18
농산물,4,4,1,2,7,1,0,0,0,1,8,0,2,5,2,0,0,7,9,6,7
농산물,8,4,1,1,3,3,0,0,0,1,0,0,7,7,4,0,0,9,4,3,14
상의,3,5,0,1,1,0,0,0,3,7,2,0,0,1,3,0,0,13,1,4,12
가공식품,3,1,1,2,3,0,0,0,0,1,2,0,0,4,3,0,0,7,3,3,10
농산물,3,4,4,2,0,0,0,0,2,8,4,0,9,4,3,0,0,9,10,3,7
농산물,4,4,7,1,9,0,0,0,4,2,0,0,2,5,3,0,0,7,7,8,18
문화컨텐츠,12,5,0,1,1,0,0,0,7,7,9,0,4,4,3,0,0,17,12,9,15
농산물,5,2,8,1,7,0,0,0,0,1,9,0,7,5,2,0,0,9,15,0,12
농산물,8,4,1,6,5,0,0,0,6,2,5,0,9,2,1,0,0,7,7,0,12
기타식품,10,2,9,1,7,0,0,0,0,5,7,0,8,3,4,0,0,7,4,6,9
농산물,3,4,1,5,5,0,0,0,4,0,4,0,0,8,4,0,0,7,7,8,18
농산물,5,1,1,4,1,0,0,0,0,0,8,0,6,9,4,0,0,7,4,7,4
농산물,4,4,7,1,7,0,0,0,8,1,9,0,2,9,2,0,0,7,13,7,2
농산물,3,4,1,6,1,0,0,0,0,9,3,0,6,5,1,0,0,9,13,9,8
농산물,7,2,8,1,1,0,0,0,1,7,3,0,7,3,1,0,0,7,10,5,2
반려동물,3,5,0,1,1,0,0,0,7,6,8,0,5,3,1,0,0,14,3,6,12
농산물,3,4,1,4,6,5,0,0,0,2,6,0,0,3,2,0,0,7,3,3,10
농산물,3,4,1,1,3,1,0,0,0,1,4,0,2,0,3,0,0,7,7,8,18
농산물,4,1,1,5,9,0,0,0,0,0,5,0,9,9,1,0,0,7,7,8,18
농산물,3,4,1,4,8,0,0,0,6,6,9,0,7,3,3,0,0,9,7,0,14
기타식품,3,5,0,1,1,0,0,0,3,1,9,0,9,4,4,0,0,20,8,0,12
농산물,3,2,7,1,1,0,0,0,0,0,3,0,3,4,2,0,0,9,7,0,14
농산물,13,1,1,2,0,0,0,0,0,1,4,0,7,3,2,0,0,7,7,7,20
농산물,5,1,1,2,3,0,0,0,0,1,5,0,2,6,4,0,0,7,4,7,4
인테리어소품,3,5,0,1,1,0,0,0,4,2,8,0,3,5,2,0,0,4,2,4,9
농산물,3,2,6,2,9,0,0,0,0,1,5,0,4,9,1,0,0,7,7,7,20
농산물,5,2,8,1,8,5,0,0,0,2,7,0,8,6,1,0,0,9,11,6,18
음료,4,5,0,1,1,0,0,0,3,7,4,0,9,1,1,0,0,10,10,9,3
농산물,4,4,8,1,2,1,0,0,1,6,2,0,7,7,2,0,0,7,4,7,4
농산물,3,4,1,4,6,1,0,0,3,1,0,0,2,2,4,0,0,7,7,7,20
반려동물,3,5,0,1,3,0,0,0,8,6,1,0,1,1,4,0,0,16,5,8,2
농산물,3,4,1,1,7,3,0,0,0,2,4,0,2,7,4,0,0,7,7,8,18
냉동/간편조리식품,3,5,0,1,1,0,0,0,3,1,4,0,9,0,1,0,0,19,6,9,16
농산물,4,4,7,1,9,0,0,0,6,0,5,0,7,0,4,0,0,9,10,6,5
농산물,3,4,8,2,5,0,0,0,1,3,6,0,1,9,2,0,0,7,2,0,18
농산물,3,2,8,1,8,5,0,0,0,2,3,0,2,2,1,0,0,7,10,4,12
농산물,4,1,1,6,5,0,0,0,0,1,1,0,6,9,2,0,0,9,7,0,14
농산물,4,4,1,4,6,5,0,0,0,2,4,0,8,4,2,0,0,7,2,8,11
건강식품,3,5,0,1,1,0,0,0,1,0,8,0,7,2,3,0,0,12,4,2,18
농산물,3,2,8,2,3,7,0,0,0,1,8,0,3,0,1,0,0,7,7,8,18
농산물,4,2,6,2,3,0,0,0,0,1,2,0,7,1,2,0,0,7,4,7,4
농산물,3,4,1,3,6,0,0,0,4,0,6,0,3,6,4,0,0,7,7,8,18
농산물,3,1,1,3,5,0,0,0,0,2,5,0,7,3,1,0,0,9,7,0,14
농산물,3,4,1,1,7,3,0,0,0,2,1,0,7,9,1,0,0,7,7,8,18
농산물,3,4,8,2,7,0,0,0,4,0,3,0,8,0,3,0,0,7,7,8,18
농산물,3,4,1,1,7,3,0,0,0,1,5,0,7,1,2,0,0,9,13,6,12
농산물,3,5,0,1,1,0,0,0,3,1,9,0,0,6,3,0,0,14,0,9,11
농산물,5,4,8,2,5,0,0,0,3,3,2,0,2,3,3,0,0,7,4,2,11
농산물,5,1,1,5,6,0,0,0,0,1,1,0,9,9,4,0,0,9,7,0,14
상의,5,5,0,1,1,0,0,0,3,7,3,0,9,8,1,0,0,10,3,1,4
모니터,3,5,0,1,3,0,0,0,8,2,3,0,5,0,3,0,0,10,0,9,17
수산,7,4,5,1,1,3,0,0,0,4,9,0,7,1,3,0,0,7,4,6,9
반려동물,4,5,0,1,1,0,0,0,3,7,4,0,1,5,4,0,0,14,6,3,20
농산물,3,2,6,2,3,0,0,0,0,2,2,0,5,7,4,0,0,7,3,3,10
PC,3,5,0,1,1,0,0,0,3,7,1,0,5,7,3,0,0,10,0,9,8
양말/스타킹,3,5,0,1,1,0,0,0,3,3,1,0,1,2,3,0,0,11,4,6,12
기타패션의류,3,5,0,1,1,0,0,0,2,6,5,0,8,8,2,0,0,20,2,8,10
농산물,3,4,1,4,5,0,0,0,0,2,0,0,4,8,2,0,0,9,15,2,11
수산,3,5,0,1,1,0,0,0,2,8,7,0,4,4,2,0,0,22,9,5,18
수산,5,4,4,2,3,0,0,0,2,2,2,0,1,8,1,0,0,7,4,6,9
과자,3,5,0,1,3,0,0,0,4,1,4,0,8,1,2,0,0,19,6,9,16
농산물,3,4,8,1,2,1,0,0,1,1,5,0,6,8,3,0,0,9,7,0,14
농산물,4,1,1,7,4,0,0,0,0,1,6,0,4,7,4,0,0,7,7,8,18
농산물,3,1,1,6,8,0,0,0,0,1,1,0,4,6,2,0,0,9,7,0,14
농산물,3,4,2,1,1,0,0,0,6,1,3,0,4,2,3,0,0,7,7,6,9
농산물,3,2,8,2,3,7,0,0,0,2,6,0,2,1,4,0,0,9,4,6,6
농산물,3,2,9,1,7,0,0,0,0,8,3,0,8,4,3,0,0,7,2,2,5
침구단품,3,5,0,1,1,0,0,0,4,8,5,0,4,0,4,0,0,18,4,6,7
의료용품,3,5,0,1,1,0,0,0,4,8,6,0,4,1,3,0,0,13,1,5,4
가공식품,7,5,0,1,1,0,0,0,3,2,3,0,3,9,3,0,0,9,3,7,9
농산물,3,4,2,1,5,0,0,0,3,9,8,0,7,1,2,0,0,7,7,8,18
스킨케어,8,5,0,1,1,0,0,0,3,1,4,0,0,6,3,0,0,13,1,4,12
과자,8,5,0,1,1,0,0,0,2,6,2,0,0,2,4,0,0,18,10,1,7
농산물,4,3,1,1,4,0,0,0,0,2,7,0,0,7,4,0,0,9,10,1,12
수산,4,4,8,1,2,9,0,0,0,3,1,0,2,3,2,0,0,7,4,6,9
농산물,3,2,8,2,4,5,0,0,0,3,3,0,8,4,3,0,0,7,7,8,18
음반,4,4,1,4,6,5,0,0,0,2,4,0,3,5,4,0,0,7,14,5,11
농산물,3,1,1,4,1,0,0,0,0,1,1,0,2,4,2,0,0,9,7,0,14
농산물,4,1,1,4,7,0,0,0,0,1,5,0,0,9,3,0,0,7,7,8,18
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,9,0,4,5,4,0,0,17,15,0,9
음반,3,1,1,6,8,0,0,0,0,1,4,0,6,5,3,0,0,7,14,5,11
완구/매트,3,5,0,1,1,0,0,0,1,0,9,0,8,7,1,0,0,22,3,2,15
농산물,4,5,0,1,1,0,0,0,5,8,2,0,3,2,1,0,0,11,6,0,13
상의,3,5,0,1,1,0,0,0,3,1,9,0,0,2,3,0,0,16,1,2,15
상의,3,5,0,1,3,0,0,0,9,2,6,0,8,9,2,0,0,16,3,5,10
농산물,4,4,1,4,6,3,0,0,0,1,1,0,0,9,3,0,0,9,10,3,12
농산물,3,4,2,1,3,0,0,0,1,9,5,0,3,1,4,0,0,9,7,0,14
농산물,3,1,1,3,5,0,0,0,0,1,1,0,8,2,1,0,0,9,7,0,14
문화컨텐츠,14,5,0,1,1,0,0,0,3,1,8,0,6,6,4,0,0,17,15,0,9
농산물,4,2,8,2,6,0,0,0,0,4,0,0,6,0,2,0,0,9,8,2,13
건강식품,4,5,0,1,1,0,0,0,3,1,8,0,2,2,1,0,0,10,6,1,11
수산,5,4,1,1,9,5,0,0,0,0,6,0,1,0,2,0,0,7,10,4,13
농산물,3,1,1,1,1,0,0,0,0,2,4,0,4,7,2,0,0,7,3,3,10
농산물,3,4,8,1,2,9,0,0,1,3,6,0,9,2,1,0,0,9,12,1,10
수산,4,1,1,6,8,0,0,0,0,0,8,0,5,9,3,0,0,7,7,8,20
농산물,3,1,1,6,2,0,0,0,0,1,0,0,1,4,1,0,0,7,6,4,17
농산물,4,4,1,1,9,5,0,0,0,0,4,0,7,7,1,0,0,9,10,1,12
음반,3,1,1,2,9,0,0,0,0,2,2,0,3,7,2,0,0,7,14,5,11
가공식품,3,5,0,1,1,0,0,0,3,7,6,0,8,1,3,0,0,16,8,3,15
농산물,5,4,1,1,1,1,0,0,0,3,1,0,4,9,3,0,0,9,10,1,12
기타식품,11,4,1,3,9,0,0,0,0,1,2,0,7,5,3,0,0,9,9,2,12
농산물,3,3,1,7,1,0,0,0,3,9,4,0,5,0,3,0,0,7,3,3,10
농산물,3,1,1,2,3,0,0,0,0,1,3,0,6,1,1,0,0,9,13,8,7
농산물,7,3,1,7,1,0,0,0,6,6,3,0,5,0,1,0,0,7,10,3,14
농산물,3,4,1,2,8,5,0,0,0,5,7,0,4,6,2,0,0,9,7,0,14
과자,4,5,0,1,1,0,0,0,4,1,8,0,6,7,4,0,0,18,7,2,7
농산물,3,4,1,2,8,7,0,0,0,2,8,0,9,6,3,0,0,7,7,8,18
농산물,3,2,8,2,3,7,0,0,0,2,1,0,9,4,3,0,0,9,9,2,14
농산물,3,4,1,1,9,7,0,0,0,0,8,0,8,2,3,0,0,7,4,4,7
농산물,3,4,1,2,1,0,0,0,0,2,0,0,4,9,4,0,0,9,9,9,9
농산물,4,2,8,2,3,7,0,0,0,1,6,0,0,8,3,0,0,7,7,8,18
커튼/블라인드,3,4,1,1,3,1,0,0,0,0,3,0,5,2,1,0,0,9,10,7,6
농산물,4,2,7,2,6,0,0,0,0,0,5,0,1,9,3,0,0,7,3,3,10
농산물,11,2,7,1,4,0,0,0,1,6,0,0,8,5,1,0,0,9,4,5,13
농산물,4,4,1,4,6,1,0,0,1,3,7,0,2,6,4,0,0,7,7,8,18
주방용품,14,5,0,1,3,0,0,0,8,6,6,0,6,7,2,0,0,17,2,4,16
농산물,4,4,1,4,6,1,0,0,2,6,3,0,1,6,1,0,0,9,10,4,15
농산물,5,1,1,5,0,0,0,0,0,3,9,0,7,9,3,0,0,7,4,7,4
농산물,3,3,0,1,7,0,0,0,0,0,5,0,7,4,2,0,0,7,7,5,11
농산물,3,2,7,2,3,0,0,0,0,9,3,0,5,6,4,0,0,7,7,8,18
주방용품,3,5,0,1,3,0,0,0,0,3,3,0,4,5,4,0,0,14,3,6,12
음반,4,1,1,2,9,0,0,0,0,2,4,1,0,0,4,0,0,7,14,5,11
농산물,6,4,7,1,1,3,0,0,7,7,7,0,3,0,4,0,0,9,13,6,14
농산물,3,2,8,1,8,5,0,0,0,2,6,0,7,9,4,0,0,9,7,0,14
과자,3,4,2,7,8,0,0,0,8,7,8,0,1,0,4,0,0,9,10,4,15
농산물,3,4,1,1,7,3,0,0,0,2,2,0,2,1,4,0,0,7,4,7,4
헤어스타일링,3,5,0,1,3,0,0,0,8,6,1,0,3,9,2,0,0,10,3,1,4
주방가구,4,5,0,1,1,0,0,0,4,6,6,0,7,6,3,0,0,16,9,9,11
농산물,3,1,1,2,6,0,0,0,0,1,0,0,6,2,2,0,0,7,7,8,18
농산물,3,4,1,5,7,0,0,0,2,0,8,0,6,5,4,0,0,7,7,8,18
농산물,5,4,8,3,1,0,0,0,2,5,4,0,0,7,3,0,0,9,10,1,12
농산물,3,2,6,5,3,0,0,0,0,0,4,0,4,1,3,0,0,7,6,4,17
농산물,3,4,1,4,6,3,0,0,0,1,7,0,2,6,1,0,0,9,7,0,14
농산물,4,3,0,2,0,0,0,0,0,3,3,0,1,5,2,0,0,7,7,8,18
음료,5,5,0,1,1,0,0,0,2,1,5,0,7,2,3,0,0,21,5,7,11
농산물,4,3,1,7,1,0,0,0,3,1,9,0,4,9,2,0,0,7,1,8,12
농산물,17,4,1,2,7,1,0,0,0,3,7,0,8,4,4,0,0,7,4,4,7
농산물,3,4,8,3,3,0,0,0,3,2,1,0,8,0,4,0,0,7,7,8,18
음반,3,4,3,1,1,1,0,0,0,5,8,0,8,8,2,0,0,7,14,5,11
음료,9,5,0,1,1,0,0,0,4,6,6,0,8,6,3,0,0,4,2,3,18
기타디지털/가전,3,5,0,1,1,0,0,0,3,1,8,0,2,9,4,0,0,10,0,9,11
농산물,4,4,3,7,1,0,0,0,6,3,2,0,9,6,4,0,0,9,9,7,13
농산물,3,1,1,2,3,0,0,0,0,1,4,0,3,7,1,0,0,9,7,0,14
농산물,3,2,6,4,7,0,0,0,0,0,7,0,3,7,2,0,0,9,8,4,12
농산물,3,1,1,5,0,0,0,0,0,3,0,0,0,6,1,0,0,7,9,2,13
농산물,3,4,1,1,9,7,0,0,0,0,5,0,4,8,3,0,0,7,7,8,18
문화컨텐츠,4,5,0,1,1,0,0,0,4,2,9,0,3,1,3,0,0,13,1,4,16
아우터,6,5,0,1,3,0,0,0,8,6,7,0,3,5,4,0,0,24,0,5,11
농산물,3,1,1,5,0,0,0,0,0,2,3,0,5,4,4,0,0,9,10,0,8
농산물,4,3,1,1,7,0,0,0,0,6,1,0,3,8,1,0,0,7,6,0,7
수산,3,4,1,1,1,7,0,0,0,1,4,0,4,7,3,0,0,7,9,0,17
DIY자재/용품,5,5,0,1,1,0,0,0,2,6,5,0,8,2,2,0,0,16,10,8,4
문화컨텐츠,8,2,6,2,6,0,0,0,0,0,4,0,7,6,3,0,0,7,4,5,9
농산물,3,4,1,3,9,0,0,0,0,9,8,0,0,3,4,0,0,7,7,8,18
농산물,4,4,1,5,7,0,0,0,2,4,4,0,5,7,1,0,0,7,7,8,18
농산물,9,4,4,2,7,0,0,0,4,4,9,0,5,5,3,0,0,7,10,5,12
농산물,5,4,4,2,7,0,0,0,4,1,7,0,6,3,2,0,0,9,14,7,10
축산,13,3,0,1,4,0,0,0,0,0,9,0,1,0,4,0,0,7,4,3,17
농산물,3,2,7,2,3,0,0,0,0,3,6,0,9,0,4,0,0,9,14,8,6
음반,12,5,0,1,1,0,0,0,5,9,6,0,1,2,2,0,0,17,15,9,11
반려동물,3,5,0,1,1,0,0,0,4,3,0,0,1,6,3,0,0,10,0,9,8
냉동/간편조리식품,3,5,0,1,1,0,0,0,3,1,9,0,1,3,4,0,0,19,6,9,16
농산물,3,3,1,1,4,0,0,0,0,1,3,0,3,4,4,0,0,9,7,0,14
하의,3,5,0,1,3,0,0,0,7,0,4,0,5,3,3,0,0,10,0,5,16
농산물,3,4,1,5,9,0,0,0,2,5,6,0,3,5,4,0,0,9,12,1,11
농산물,3,4,4,2,3,0,0,0,1,9,3,0,3,6,3,0,0,7,7,8,18
농산물,3,4,8,1,2,1,0,0,1,8,2,0,0,6,3,0,0,9,10,1,12
농산물,3,2,8,2,0,0,0,0,0,1,3,0,4,2,3,0,0,7,4,5,15
농산물,13,4,1,3,9,0,0,0,0,9,4,0,9,0,3,0,0,7,4,2,11
수산,4,5,0,1,1,0,0,0,1,7,3,0,3,0,3,0,0,16,4,9,7
농산물,3,4,4,2,3,0,0,0,1,9,5,1,0,0,2,0,0,9,10,1,12
농산물,4,4,1,5,7,0,0,0,2,7,2,0,5,9,4,0,0,9,10,1,12
농산물,3,4,4,1,3,3,0,0,1,9,0,0,3,4,1,0,0,9,13,8,8
